Code,Cities,State,Airport_Name
11481,Panama City,FL,Northwest Florida Beaches International
11482,Newcastle,WY,Mondell Field
11483,Rocksprings,TX,Edwards County
11484,Edna Bay,AK,Edna Bay Airport
11486,Edenton,NC,Northeastern Regional
11487,Anchorage,AK,Elmendorf AFB
11490,Edwards,CA,Edwards AFB
11491,Needles,CA,Needles Airport
11492,Eek,AK,Eek Airport
11493,Keene,NH,Dillant Hopkins
11494,Eight Fathom Bight,AK,Eight Fathom Bight Airport
11495,Houston,TX,Ellington
11496,Newport,VT,Northeast Kingdom International
11501,Chenega,AK,Chenega Airport
11503,Eagle,CO,Eagle County Regional
11504,Crestview,FL,Duke Field
11506,Eagle Pass,TX,Eagle Pass Municipal
11508,Wellington,KS,Wellington Municipal
11510,Eagle River,WI,Eagle River Union
11511,Egegik,AK,Egegik Airport
11512,Cape Newenham,AK,Cape Newenham LRRS
11513,Eagle Harbor,AK,Eagle Harbor Airport
11514,East Hartford,CT,Rentschler Heliport
11517,Fairbanks,AK,Eielson AFB
11522,Eureka,CA,Murray Field
11523,Elkhart,IN,Elkhart Municipal
11524,Elkins,WV,Elkins Randolph County
11525,Elko,NV,Elko Regional
11526,Elizabethtown,KY,Addington Field
11527,Bessemer,AL,Bessemer Ntl
11528,Eagle Lake,TX,Eagle Lake Airport
11531,El Dorado,AR,South Arkansas Regional at Goodwin Field
11535,Elim,AK,Elim Airport
11537,Elmira/Corning,NY,Elmira/Corning Regional
11538,Ellensburg,WA,Bowers Field
11540,El Paso,TX,El Paso International
11545,Elfin Cove,AK,Elfin Cove Seaplane Base
11546,Ellamar,AK,Ellamar Seaplane Base
11547,Ely,NV,Ely Airport/Yelland Field
11550,Emmonak,AK,Emmonak Airport
11551,Kemmerer,WY,Kemmerer Municipal
11553,Emporia,KS,Emporia Municipal
11554,El Monte,CA,San Gabriel Valley
11555,Kenai,AK,Kenai Municipal
11557,Enid,OK,Vance AFB
11558,Centralia,IL,Centralia Municipal
11559,Nenana,AK,Nenana Municipal
11563,Wendover,UT,Wendover Airport
11564,Kenosha,WI,Kenosha Regional
11566,Keokuk,IA,Keokuk Municipal
11567,Ephrata/Moses Lake,WA,Ephrata Municipal
11577,Erie,PA,Erie International/Tom Ridge Field
11582,Kerrville,TX,Kerrville Municipal/Louis Schreiner Field
11587,Escanaba,MI,Delta County
11588,Eastsound,WA,Orcas Island
11590,Alexandria,LA,Esler Regional
11592,Easton,MD,Easton/Newnam Field
11593,Stroudsburg,PA,Stroudsburg Pocono
11597,Eastland,TX,Eastland Municipal
11598,Enterprise,AL,Enterprise Municipal
11601,Eureka,NV,Eureka Airport
11602,Eufaula,AL,Weedon Field
11603,Eugene,OR,Mahlon Sweet Field
11606,Eva Creek,AK,Eva Creek Airport
11609,Eveleth,MN,Eveleth Virginia Municipal
11612,Evansville,IN,Evansville Regional
11613,Evanston,WY,Evanston-Uinta County Burns Field
11615,New Bedford/Fall River,MA,New Bedford Regional
11616,Newton,KS,Newton City County
11617,New Bern/Morehead/Beaufort,NC,Coastal Carolina Regional
11618,Newark,NJ,Newark Liberty International
11619,Excursion Inlet,AK,Excursion Inlet Seaplane Base
11624,Key West,FL,Key West International
11627,Murrieta/Temecula,CA,French Valley
11630,Fairbanks,AK,Fairbanks International
11631,Fajardo,PR,Diego Jimenez Torres
11632,False Island,AK,False Island Airport
11633,Roma,TX,Falcon State Park
11634,Farmington,MO,Farmington Regional
11637,Fargo,ND,Hector International
11638,Fresno,CA,Fresno Yosemite International
11639,Fairmount Island,AK,Fairmount Island Airport
11641,Fayetteville,NC,Fayetteville Regional/Grannis Field
11642,Fort Bragg,NC,Simmons AAF
11643,Fairbanks,AK,Ladd AAF
11645,Fort Bridger,WY,Fort Bridger Airport
11646,Friday Harbor,WA,Friday Harbor Seaplane Base
11648,Kalispell,MT,Glacier Park International
11649,Fresno,CA,Fresno Chandler Executive
11650,Minneapolis,MN,Flying Cloud
11652,Colorado Springs,CO,Butts AHP
11656,Frederick,MD,Frederick Municipal
11657,Frederick,OK,Frederick Regional
11659,Findlay,OH,Findlay Airport
11662,Freeport,IL,Albertus
11663,Fremont,NE,Fremont Municipal
11664,Cheyenne,WY,Francis E. Warren AFB Heliport
11667,Fergus Falls,MN,Fergus Falls Municipal-Einar Mickelson Field
11668,Dayton,OH,Wright-Patterson AFB
11669,Frankfort,KY,Capital City
11673,Fort Huachuca,AZ,Sierra Vista Municipal-Libby AAF
11674,Fire Cove,AK,Fire Cove Airport
11675,Fishers Island,NY,Elizabeth Field
11677,Fillmore,UT,Fillmore Municipal
11684,Franklin/Oil City,PA,Venango Regional
11686,Zephyrhills,FL,Zephyrhills Municipal
11687,Valkaria,FL,Valkaria Airport
11688,Chipley,FL,Vosikas
11689,Bunnell,FL,Flagler Executive
11690,Williston,FL,Williston Regional
11693,Fond Du Lac,WI,Fond Du Lac County
11695,Flagstaff,AZ,Flagstaff Pulliam
11696,Falls Bay,AK,Falls Bay Airport
11697,Fort Lauderdale,FL,Fort Lauderdale-Hollywood International
11699,Florence,SC,Florence Regional
11702,Flat,AK,Flat Airport
11703,New York,NY,Flushing
11704,Leavenworth,KS,Sherman AAF
11706,Fallon,NV,Fallon Municipal
11708,Five Mile Camp,AK,Five Mile Camp Airport
11709,Falmouth,MA,Cape Cod CGAS
11711,Farmington,NM,Four Corners Regional
11713,Fort Madison,IA,Fort Madison Municipal
11714,Fort Myers,FL,Page Field
11719,Fort Collins/Loveland,CO,Northern Colorado Regional
11720,Funter Bay Alaska,AK,Funter Bay
11721,Flint,MI,Bishop International
11723,Fort Bragg,CA,Fort Bragg Airport
11725,Fort Dodge,IA,Fort Dodge Regional
11726,Topeka,KS,Topeka Regional
11728,Westhampton,NY,Francis S. Gabreski
11732,Fort Pierce,FL,Treasure Coast International
11733,Perry,FL,Perry-Foley
11734,Patching Lake,AK,Patching Lake Airport
11735,Ventura,CA,San Nicolas Island NOLF
11736,Kodiak,AK,Lilly Lake
11737,Katmai National Park,AK,Trident Volcano
11738,Annex Creek,AK,Annex Creek Airport
11739,Davidson Creek,AK,Davidson Creek Airport
11740,Snettisham,AK,Snettisham Airport
11741,Fire Island,AK,Fire Island Airport
11742,Scott,KY,Georgetown Scott County Regional
11743,Greens Creek,AK,Greens Creek Airport
11744,Gull Cove,AK,Gull Cove Airport
11745,Flora,IL,Flora Municipal
11747,Karta Lake,AK,Karta Lake Airport
11748,Manzanita Lake,AK,Manzanita Lake Airport
11749,Shrimp Bay,AK,Shrimp Bay Airport
11750,Dry Bay,AK,Dry Bay Airport
11751,Josephine Lake,AK,Josephine Lake Airport
11754,Libby,MT,Libby Airport
11755,Volcano Bay,AK,Volcano Bay Airport
11756,Fort Glenn,AK,Fort Glenn Airport
11757,Babe Islands,AK,Babe Islands Airport
11758,Kahli Cove,AK,Kahli Cove Airport
11762,Friday Harbor,WA,Friday Harbor Airport
11764,East Farmingdale,NY,Republic
11766,Fairmont,MN,Fairmont Municipal
11768,Fresh Water Bay,AK,Fresh Water Bay Airport
11769,Front Royal,VA,Front Royal-Warren County
11773,Fryeburg,ME,Eastern Slopes Regional
11775,Sioux Falls,SD,Joe Foss Field
11776,Fort Sill,OK,Henry Post AAF
11777,Fort Scott,KS,Fort Scott Municipal
11778,Fort Smith,AR,Fort Smith Regional
11780,Ft. Stockton,TX,Fort Stockton Pecos County
11782,Fort Collins,CO,Fort Collins Airpark
11784,Denver,CO,Colorado Air and Space Port
11785,Fort Knox,KY,Godman AAF
11786,Fortuna Ledge,AK,Fortuna Ledge Airport
11789,Dallas/Fort Worth,TX,Fort Worth Meacham International
11790,Atlanta,GA,Fulton County Exec Charlie Brown Field
11794,Fullerton,CA,Fullerton Municipal
11797,Osprey Lodge,AK,Osprey Lodge Airport
11800,Sonora,TX,Sonora Municipal
11801,Fallbrook,CA,Fallbrook Community Airpark
11803,Wickenburg,AZ,Wickenburg Municipal
11804,Othello,WA,Othello Municipal
11805,Lake Providence,LA,Byerley
11810,Culbertson,MT,Big Sky Field
11811,Aurora,OR,Aurora State
11812,Quincy,CA,Gansner Field
11813,Donlin Creek Mine,AK,Donlin Creek Mine Airport
11814,Three Forks,MT,Three Forks Airport
11815,Rexburg,ID,Rexburg-Madison County
11818,Kernville,CA,Kern Valley
11819,Golden Creek Mine,AK,Golden Creek Mine Airport
11820,Grace Harbor,AK,Grace Harbor Airport
11821,Unuk River,AK,Unuk River Airport
11822,Deadhorse,AK,Inigok
11823,Fort Wayne,IN,Fort Wayne International
11824,Fort Worth,TX,Fort Worth NAS JRB/Carswell Field
11825,Farewell,AK,Farewell Airport
11826,Fort Worth,TX,Fort Worth Spinks
11827,Fort Lauderdale,FL,Fort Lauderdale Executive
11828,Kaktovik,AK,Bullen Point AFS
11830,Clinton,IN,Frankfort Clinton County Regional
11831,Forest City,IA,Forest City Municipal Trimble Field
11833,Fort Yukon,AK,Fort Yukon Airport
11834,Fayetteville,AR,Drake Field
11836,Lafayette,GA,Barwick Lafayette
11837,Carrollton,GA,West Georgia Regional - O V Gray Field
11838,Atlanta,GA,Newnan Coweta County
11840,Gadsden,AL,Northeast Alabama Regional
11842,Gaithersburg,MD,Montgomery County Airpark
11844,Galena,AK,Edward G. Pitka Sr.
11845,Gambell,AK,Gambell Airport
11855,Goose Bay,AK,Goose Bay AAF
11856,Great Bend,KS,Great Bend Municipal
11858,Galesburg,IL,Harrel W Timmons Galesburg Regional
11859,Galbraith Lake,AK,Galbraith Lake Airport
11862,Great Barrington,MA,Walter J. Koladza
11865,Gillette,WY,Northeast Wyoming Regional
11867,Garden City,KS,Garden City Regional
11869,Grand Canyon,AZ,Grand Canyon National Park
11870,Greeneville,TN,Municipal
11871,Greenville,SC,Donaldson Field
11873,Golden Horn Lodge,AK,Golden Horn Lodge Seaplane Base
11875,Gardner,MA,Gardner Municipal
11879,Glendive,MT,Dawson Community
11880,Gladwin,MI,Gladwin Zettel Memorial
11883,Georgetown,DE,Delaware Coastal
11884,Spokane,WA,Spokane International
11885,Ganes Creek,AK,Ganes Creek Airport
11893,Greybull,WY,South Big Horn County
11894,Shelbyville,IN,Shelbyville Municipal
11895,Great Falls,MT,Malmstrom AFB Heliport
11896,Togiak Fish,AK,Togiak Fish Airport
11898,Grand Forks,ND,Grand Forks International
11899,Glens Falls,NY,Floyd Bennett Memorial
11904,Georgetown,SC,Georgetown County
11905,Longview,TX,East Texas Regional
11908,Glasgow,MT,Wokal Field Glasgow Valley County
11921,Grand Junction,CO,Grand Junction Regional
11924,Gulkana,AK,Gulkana Airport
11929,Goodland,KS,Renner Field Goodland Municipal
11931,Greenville,MS,Greenville Mid Delta
11937,Glennallen,AK,Glennallen Airport
11938,Gaylord,MI,Gaylord Regional
11939,Galveston,TX,Scholes International at Galveston
11941,Golovin,AK,Golovin Airport
11942,Glasgow,KY,Glasgow Municipal
11946,Granite Mountain,AK,Granite Mountain AS
11947,Greenville,SC,Greenville Downtown
11952,Goodnews Bay,AK,Goodnews
11953,Gainesville,FL,Gainesville Regional
11959,Gold Beach,OR,Gold Beach Municipal
11961,New London/Groton,CT,Groton-New London
11971,Grand Prairie,TX,Grand Prairie Municipal
11973,Gulfport/Biloxi,MS,Gulfport-Biloxi International
11974,Grand Rapids,MN,Grand Rapids/Itasca County-Gordon Newstrom Field
11975,Galion,OH,Horning
11977,Green Bay,WI,Green Bay Austin Straubel International
11978,Greenwood,SC,Greenwood County
11979,Tacoma,WA,Gray AAF
11980,Grand Island,NE,Central Nebraska Regional
11982,Killeen,TX,Robert Gray AAF
11986,Grand Rapids,MI,Gerald R. Ford International
11992,Goldsboro,NC,Seymour Johnson AFB
11994,Goshen,IN,Goshen Municipal
11995,Greensboro/High Point,NC,Piedmont Triad International
11996,Greer,SC,Greenville-Spartanburg International
11997,Gustavus,AK,Gustavus Airport
11999,Dallas/Fort Worth,TX,Greater Southwest International
12003,Great Falls,MT,Great Falls International
12007,Columbus,MS,Golden Triangle Regional
12008,Georgetown,TX,Georgetown Exec
12012,Gunnison,CO,Gunnison-Crested Butte Regional
12016,Guam,TT,Guam International
12018,Gallup,NM,Gallup Municipal
12021,Peru,IN,Grissom ARB
12024,Guymon,OK,Guymon Municipal
12027,Gordonville,VA,Gordonsville Municipal
12028,Gainesville,GA,Lee Gilmer Memorial
12029,Batavia,NY,Genesee County
12031,Greenville,TX,Majors
12032,Grandview,MO,Richards/Gebaur AFB
12039,Greenwood,MS,Greenwood/Leflore
12040,Gwinner,ND,Gwinner-Roger Melroe Field
12041,Glenwood Springs,CO,Kgws Sumers Airpark
12054,Goodyear,AZ,Phoenix Goodyear
12055,Gary,IN,Gary/Chicago International
12058,Hamilton,AL,Marion County
12061,Havasupai,AZ,Havasupai Airport
12062,Half Moon Bay,CA,Half Moon Bay Airport
12068,Hamilton,OH,Butler County Regional Hogan Field
12070,Harrisburg,PA,Capital City
12074,Haycock,AK,Haycock Airport
12076,Hanus Bay,AK,Hanus Bay Airport
12078,Hattiesburg,MS,Hattiesburg Bobby L. Chain Municipal
12079,Hobart Bay,AK,Hobart Bay Airport
12083,Hebbronville,TX,Jim Hogg County
12084,Hood Bay,AK,Hood Bay Airport
12085,Big Spring,TX,Howard County
12086,Shoal Cove,AK,Shoal Cove Airport
12087,Holy Cross,AK,Holy Cross Airport
12088,Hidden Falls,AK,Hidden Falls Airport
12092,Mokuleia,HI,Dillingham
12094,Hayden,CO,Yampa Valley
12098,Herendeen,AK,Herendeen Bay
12103,Hermiston,OR,Hermiston Municipal
12106,Natchez,MS,Hardy-Anders Field Natchez-Adams County
12108,Hartford,CT,Hartford Brainard
12110,Hoffman,NC,Mackall AAF
12119,Hagerstown,MD,Hagerstown Regional-Richard A. Henson Field
12122,Hogatza,AK,Hogatza Airport
12124,Hilton Head,SC,Hilton Head Airport
12127,Hawthorne,CA,Jack Northrop Field/Hawthorne Municipal
12128,Hiawatha,KS,Hiawatha Municipal
12129,Hibbing,MN,Range Regional
12130,Whitefield,NH,Mount Washington Regional
12131,Ogden,UT,Hill AFB
12132,Lake Havasu City,AZ,Lake Havasu City Airport
12134,Honolulu,HI,Daniel K Inouye International
12136,Hillsboro,OR,Portland Hillsboro
12140,Blytheville,AR,Blytheville Municipal
12141,Healy,AK,Healy River
12146,Kaanapali,HI,Kaanapali Airport
12147,Jackson,MS,Hawkins Field
12149,Hickory,NC,Hickory Regional
12153,Wheeling,WV,Wheeling Ohio County
12154,Hollister,CA,Hollister Municipal
12155,Holland,MI,Park Township
12156,Helena,MT,Helena Regional
12157,Holbrook,AZ,Holbrook Municipal
12163,Alamogordo,NM,Holloman AFB
12165,Homeshore,AK,Homeshore Airport
12166,Hemet,CA,Hemet-Ryan
12168,Hatteras,NC,Billy Mitchell
12171,Hoonah,AK,Hoonah Airport
12173,Honolulu,HI,Daniel K Inouye International
12174,Hana,HI,Hana Airport
12175,Haines,AK,Haines Airport
12177,Hobbs,NM,Lea County Regional
12183,Holikachuk,AK,Holikachuk Airport
12184,Homer,AK,Homer Airport
12185,Huron,SD,Huron Regional
12187,Hopkinsville,KY,Campbell AAF
12190,Hot Springs,AR,Memorial Field
12191,Houston,TX,William P Hobby
12195,Hooper Bay,AK,Hooper Bay Airport
12197,White Plains,NY,Westchester County
12198,Hampton,IA,Hampton Municipal
12199,Hanalei,HI,Princeville
12200,Hoquiam,WA,Bowerman Field
12206,Harlingen/San Benito,TX,Valley International
12207,Harrison,AR,Boone County
12211,Las Vegas,NV,Henderson Executive
12212,Hastings,NE,Hastings Municipal
12214,Huslia,AK,Huslia Airport
12215,Hot Springs,VA,Ingalls Field
12216,Homestead,FL,Homestead ARB
12217,Huntsville,AL,Huntsville International-Carl T Jones Field
12220,Hawthorne,NV,Hawthorne Industrial
12222,East Hampton,NY,East Hampton Town
12223,Ashland,WV,Tri-State/Milton J. Ferguson Field
12225,Huntsville,AL,Redstone AAF
12226,Humacao,PR,Dr Hermenegildo Ortiz Quinones
12228,Terre Haute,IN,Terre Haute Regional
12232,Houlton,ME,Houlton International
12233,Houma,LA,Houma Terrebonne
12235,Hughes,AK,Hughes Airport
12236,Hutchinson,KS,Hutchinson Regional
12243,Hopkinsville,KY,Hopkinsville-Christian County
12244,New Haven,CT,Tweed New Haven
12245,Havre,MT,Havre City-County
12246,Hartsville,SC,Hartsville Regional
12247,Hayward,CA,Hayward Executive
12248,Hawk Inlet,AK,Hawk Inlet Airport
12250,Hyannis,MA,Cape Cod Gateway
12252,Hydaburg,AK,Hydaburg Seaplane Base
12253,Hollis,AK,Hollis Seaplane Base
12254,Hayward,WI,Sawyer County
12255,Hays,KS,Hays Regional
12259,Hazleton,PA,Hazleton Regional
12260,Shenandoah,IA,Shenandoah Municipal
12261,Webster City,IA,Webster City Municipal
12262,Red Oak,IA,Red Oak Municipal
12263,Wichita,KS,McConnell AFB
12264,Washington,DC,Washington Dulles International
12265,Niagara Falls,NY,Niagara Falls International
12266,Houston,TX,George Bush Intercontinental/Houston
12268,Kiana,AK,Bob Baker Memorial
12278,Wichita,KS,Wichita Dwight D Eisenhower National
12279,Icy Bay,AK,Icy Bay Airport
12280,Idaho Falls,ID,Idaho Falls Regional
12281,Indiana,PA,Indiana County Jimmy Stewart Field
12283,Independence,KS,Independence Municipal
12294,Igiugig,AK,Igiugig Airport
12297,Kingman,AZ,Kingman Airport
12303,Chapel Hill,NC,Horace Williams
12305,Rantoul,IL,Rantoul National Aviation Center
12306,Chicago/Romeoville,IL,Lewis University
12307,De Kalb,IL,De Kalb Taylor Municipal
12308,Lincoln,IL,Logan County
12310,Jacksonville,IL,Jacksonville Municipal
12312,Wilkesboro,NC,Wilkes County
12314,Kankakee,IL,Greater Kankakee
12315,Nikolski,AK,Nikolski AS
12317,Ankeny,IA,Ankeny Regional
12319,Killeen,TX,Skylark Field
12320,Wilmington,DE,New Castle
12321,Iliamna,AK,Iliamna Airport
12322,Willmar,MN,Willmar Municipal
12323,Wilmington,NC,Wilmington International
12324,Wilmington,OH,Wilmington Air Park
12332,Imperial,NE,Imperial Municipal
12333,Immokalee,FL,Immokalee Regional
12335,Iron Mountain/Kingsfd,MI,Ford
12336,Auburn,IN,De Kalb County
12337,Indianapolis,IN,Indianapolis Executive
12339,Indianapolis,IN,Indianapolis International
12343,International Falls,MN,Falls International Einarson Field
12347,Indian Springs,NV,Creech AFB
12348,Winston-Salem,NC,Smith Reynolds
12351,Winslow,AZ,Winslow-Lindbergh Regional
12358,Iowa City,IA,Iowa City Municipal
12363,El Centro,CA,Imperial County
12365,Williamsport,PA,Williamsport Regional
12370,Circle,AK,Circle City
12375,Kirksville,MO,Kirksville Regional
12378,Sturgis,MI,Sturgis Airport
12379,Bayou La Batre,AL,Roy E. Ray
12387,Isabel Pass,AK,Isabel Pass Airport
12388,Orlando,FL,Kissimmee Gateway
12389,Williston,ND,Sloulin Field International
12390,Kinston,NC,Kinston Regional Jetport at Stallings Field
12391,Islip,NY,Long Island MacArthur
12392,Manistique,MI,Schoolcraft County
12394,Wiscasset,ME,Wiscasset Airport
12396,Wisconsin Rapids,WI,Alexander Field South Wood County
12397,Ithaca/Cortland,NY,Ithaca Tompkins International
12402,Hilo,HI,Hilo International
12412,Ironwood,MI,Gogebic-Iron County
12415,Houston,TX,West Houston
12436,Inyokern,CA,Inyokern Airport
12441,Jackson,WY,Jackson Hole
12445,Atlanta,GA,Perimeter Mall Helipad
12448,Jackson/Vicksburg,MS,Jackson Medgar Wiley Evers International
12449,Atlanta,GA,Beaver Ruin
12451,Jacksonville,FL,Jacksonville International
12452,Boston,MA,Boston City Heliport
12453,Oakland,CA,Berkeley Municipal Heliport
12454,Commerce,CA,Commerce Business Park Heliport
12455,Jonesboro,AR,Jonesboro Municipal
12457,San Francisco,CA,China Basin Heliport
12458,Oakland,CA,Oakland Convention Center Heliport
12460,Olathe,KS,New Century Aircenter
12462,John Day,OR,Grant County Regional/Ogilvie Field
12463,Dallas/Fort Worth,TX,Downtown Heliport
12465,Seattle,WA,Edgewater Inn Helipad Sea Wash
12467,Miami,FL,Miami Downtown Heliport
12469,Minneapolis,MN,Minneapolis Heliport
12470,Houston,TX,Houston Central Business District Heliport
12474,Jefferson City,MO,Jefferson City Memorial
12477,Seattle,WA,Seattle 1st National.Bank Helipad
12478,New York,NY,John F. Kennedy International
12479,Jefferson,OH,Northeast Ohio Regional
12483,Grand Canyon,AZ,Grand Canyon Heliport
12484,Williamsburg,VA,Waltrip Williamsburg Exec
12485,Atlanta,GA,Galleria
12486,Houston,TX,Greenway Plaza Heliport
12487,Houston,TX,Transco Tower Galleria Heliport
12490,Garden City,NY,Island Heliport
12492,Kapalua,HI,Kapalua Airport
12494,Jamestown,NY,Chautauqua County/Jamestown
12495,Cambridge,MA,Cambridge Airport
12497,City of Industry,CA,Civic Financial Center Heliport
12508,Jacksonville,TX,Cherokee County
12509,Cooper Lodge,AK,Quartz Creek
12511,Joplin,MO,Joplin Regional
12513,Houston,TX,Astrodome
12515,San Francisco,CA,Marin County Heliport
12518,Mankato,MN,Downtown Heliport
12519,Jamestown,ND,Jamestown Regional
12522,Newport Beach,CA,Newport Beach Airport
12523,Juneau,AK,Juneau International
12527,Santa Ana,CA,Centerport Heliport
12535,Johnston Island,TT,Johnston Atoll
12536,Orange,CA,Orange County Heliport
12541,New York,NY,Pan Am Building Heliport
12543,Houston,TX,Park Ten Helipad
12544,Concord,NC,Concord Padgett Regional
12545,New York,NY,West 30th Street Heliport
12546,New York,NY,Downtown Manhattan/Wall Street Heliport
12547,Rochester,MN,Appache Heliport
12548,New York,NY,East 60th Street Heliport
12549,Kapolei,HI,Kalaeloa
12553,Ceiba,PR,Jose Aponte de la Torre
12554,Juneau,AK,Juneau Seaplane Base
12556,St. Cloud,MN,Crossroads Heliport
12559,Johnstown,PA,John Murtha Johnstown-Cambria County
12571,Beloit/Janesville,WI,Southern Wisconsin Regional
12573,Houston,TX,Westchase Heliport
12574,Nashville,TN,John C Tune
12576,Jackson,MI,Jackson County-Reynolds Field
12577,Seattle,WA,Olympic Hotel Helipad Sea Wash
12579,Newton,MS,James H Easom Field
12580,Orange,MA,Orange Municipal
12581,Stanley,ND,Stanley Municipal
12583,Trading Bay,AK,Trading Bay Production
12585,Chamberlain,SD,Chamberlain Municipal
12587,Portland,TN,Douglas Hunter Field
12588,Duluth,MN,Sky Harbor
12589,Cloquet,MN,Cloquet Carlton County
12590,San Clemente Island,CA,San Clemente Island Nalf
12591,Hog River,AK,Hog River Airport
12592,Quincy,WA,Quincy Municipal
12593,American Falls,ID,Savage Field
12594,Prospect,OR,Prospect State
12595,Brooksville,FL,Brooksville Tampa Bay Regional
12596,Laurel,MT,Laurel Municipal
12598,Arlington,TX,Arlington Municipal
12599,Bennington,VT,William H. Morse State
12600,Little Rock,AR,North Little Rock Municipal
12601,Evergreen,AL,Evergreen Regional Middleton Field
12602,Angwin,CA,Angwin-Parrett Field
12603,Grangeville,ID,Idaho County
12605,Russellville,KY,Russellville-Logan County
12610,Kake,AK,Kake Seaplane Base
12615,Kaltag,AK,Kaltag Airport
12621,Birch Creek,AK,Birch Creek Airport
12622,Bell Island,AK,Bell Island Hot Springs Seaplane Base
12624,Klag Bay,AK,Klag Bay Airport
12631,Chignik,AK,Chignik Bay
12633,Coffman Cove,AK,Coffman Cove Seaplane Base
12635,Chignik Bay,AK,Chignik Bay Airport
12637,Kansas City,KS,Fairfax Municipal
12638,Chignik Lagoon,AK,Chignik Lagoon Airport
12639,Chernofski,AK,Chernofski Harbor
12641,Chignik,AK,Chignik Lake
12642,Colorado Creek,AK,Colorado Creek Airport
12647,Kodiak,AK,Kodiak Municipal
12649,Nanwalek,AK,Nanwalek Airport
12652,Kenmore,WA,Kenmore Air Harbor
12653,Ekwok,AK,Ekwok Airport
12661,Key Largo,FL,Ocean Reef Club
12663,False Pass,AK,False Pass Airport
12671,Koliganek,AK,Koliganek Airport
12676,Grayling,AK,Grayling Airport
12677,Glacier Creek,AK,Glacier Creek Airport
12686,Ivanof Bay,AK,Ivanof Bay Seaplane Base
12704,Koyuk,AK,Koyuk Alfred Adams
12705,Kitoi Bay,AK,Kitoi Bay Airport
12708,Kongiganak,AK,Kongiganak Airport
12709,Akiachak,AK,Akiachak Airport
12711,Kalakaket,AK,Kalakaket Creek AS
12712,Karluk Lake,AK,Karluk Lake Seaplane Base
12716,Ekuk,AK,Ekuk Airport
12719,Kalskag,AK,Kalskag Airport
12720,Levelock,AK,Levelock Airport
12721,Larsen Bay,AK,Larsen Bay Airport
12723,Kelp Bay,AK,Kelp Bay Airport
12725,Kelso,WA,Southwest Washington Regional
12728,Klawock,AK,Klawock Airport
12737,Manokotak,AK,Manokatak Seaplane Base
12743,Moser Bay,AK,Moser Bay Airport
12745,Kanab,UT,Kanab Municipal
12748,Kokhanok,AK,Kokhanok Airport
12753,Kennett,MO,Kennett Memorial
12755,New Stuyahok,AK,New Stuyahok Airport
12758,Kona,HI,Ellison Onizuka Kona International at Keahole
12769,Kotlik,AK,Kotlik Airport
12771,Olga Bay,AK,Olga Bay Seaplane Base
12772,Ouzinkie,AK,Ouzinkie Airport
12773,Point Baker,AK,Point Baker Airport
12774,Port Clarence,AK,Port Clarence CGS
12775,Pauloff Harbor,AK,Pauloff Harbor Airport
12777,Parks,AK,Parks Seaplane Base
12778,Napamute,AK,Napamute Airport
12779,Kipnuk,AK,Kipnuk Airport
12782,Port Williams,AK,Port Williams Airport
12784,Perryville,AK,Perryville Airport
12785,Port Bailey,AK,Port Bailey Airport
12786,Akutan,AK,Akutan Airport
12790,Kasitsna Bay,AK,Kasitsna
12796,Burlington,KS,Coffey County
12807,St. Mary's,AK,St. Mary's Airport
12812,Sandy River,AK,Federal No.1
12815,Thorne Bay,AK,Thorne Bay Seaplane Base
12819,Ketchikan,AK,Ketchikan International
12822,Brevig Mission,AK,Brevig Mission Airport
12831,Kasigluk,AK,Kasigluk Airport
12837,Kugururok River,AK,Kugururok River Airport
12841,King Cove,AK,King Cove Airport
12844,Kivalina,AK,Kivalina Airport
12847,Waterfall,AK,Waterfall Seaplane Base
12851,Kwigillingok,AK,Kwigillingok Airport
12853,Quinhagak,AK,Quinhagak Airport
12854,West Point,AK,West Point Village
12855,Kwethluk,AK,Kwethluk Airport
12857,Kasaan,AK,Kasaan Seaplane Base
12859,Danville,KY,Stuart Powell Field
12860,Sturgis,KY,Sturgis Municipal
12861,Mount Sterling,KY,Mount Sterling Montgomery County
12862,Henderson,KY,Henderson City - County
12863,Madisonville,KY,Madisonville Regional
12865,Yankee Creek,AK,Yankee Creek 2
12866,Karluk,AK,Karluk Airport
12868,Koyukuk,AK,Koyukuk Airport
12869,Zachar Bay,AK,Zachar Bay Airport
12870,Kizhuyak,AK,Kizhuyak Airport
12873,Lamar,CO,Southeast Colorado Regional
12878,Lafayette,IN,Purdue University
12882,Lakeland,FL,Lakeland Linder International
12883,Los Alamos,NM,Los Alamos Airport
12884,Lansing,MI,Capital Region International
12888,Laramie,WY,Laramie Regional
12889,Las Vegas,NV,Harry Reid International
12891,Lawton/Fort Sill,OK,Lawton-Fort Sill Regional
12892,Los Angeles,CA,Los Angeles International
12896,Lubbock,TX,Lubbock Preston Smith International
12898,Latrobe,PA,Arnold Palmer Regional
12899,North Platte,NE,North Platte Regional Airport Lee Bird Field
12902,Liberal,KS,Liberal Mid-America Regional
12906,Lumberton,NC,Lumberton Regional
12915,Lake Charles,LA,Lake Charles Regional
12916,Laconia,NH,Laconia Municipal
12917,Columbus,OH,Rickenbacker International
12925,Linden,NJ,Linden Airport
12927,Ludington,MI,Mason County
12932,Lebanon-Hanover,NH,Lebanon Municipal
12934,Leesburg,FL,Leesburg International
12944,Lewiston/Auburn,ME,Auburn Lewiston Municipal
12945,Lexington,KY,Blue Grass
